transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00203,B05,Kadapa B05,Kadapa,06-05-2025,2888.84,SUCCESS,WITHDRAWAL,3695,,State Bank of India (SBI),92661
TXN00542,B05,Kadapa B05,Kadapa,07-05-2025,2837.5,FAILED,WITHDRAWAL,1152,Insufficient funds,State Bank of India (SBI),37039
TXN00586,B05,Kadapa B05,Kadapa,06-05-2025,4840.86,FAILED,DEPOSIT,8404,Timeout error,State Bank of India (SBI),80590
TXN00506,B05,Kadapa B05,Kadapa,07-05-2025,1989.45,FAILED,WITHDRAWAL,8570,Invalid account,State Bank of India (SBI),62669
TXN00392,B05,Kadapa B05,Kadapa,07-05-2025,3370.75,SUCCESS,DEPOSIT,2641,,State Bank of India (SBI),88164
TXN00415,B05,Kadapa B05,Kadapa,04-05-2025,1409.71,SUCCESS,TRANSFER,3455,,State Bank of India (SBI),22615
TXN00456,B05,Kadapa B05,Kadapa,05-05-2025,1328.21,FAILED,TRANSFER,1962,Transaction limit exceeded,State Bank of India (SBI),98112
TXN00447,B05,Kadapa B05,Kadapa,03-05-2025,1420.31,SUCCESS,DEPOSIT,6269,,State Bank of India (SBI),42318
TXN00051,B05,Kadapa B05,Kadapa,08-05-2025,3538.46,SUCCESS,DEPOSIT,7615,,State Bank of India (SBI),99651
TXN00644,B05,Kadapa B05,Kadapa,04-05-2025,2851.53,FAILED,WITHDRAWAL,2843,Account blocked,State Bank of India (SBI),93483
TXN00348,B05,Kadapa B05,Kadapa,03-05-2025,4559.0,SUCCESS,WITHDRAWAL,1674,,State Bank of India (SBI),42990
TXN00266,B05,Kadapa B05,Kadapa,07-05-2025,3920.97,SUCCESS,TRANSFER,2234,,State Bank of India (SBI),81019
TXN00238,B05,Kadapa B05,Kadapa,08-05-2025,3139.09,SUCCESS,TRANSFER,6400,,State Bank of India (SBI),42747
TXN00695,B05,Kadapa B05,Kadapa,03-05-2025,3279.64,FAILED,WITHDRAWAL,2867,Insufficient funds,State Bank of India (SBI),67195
TXN00531,B05,Kadapa B05,Kadapa,03-05-2025,1709.23,FAILED,WITHDRAWAL,7146,Account blocked,State Bank of India (SBI),51156
TXN00222,B05,Kadapa B05,Kadapa,08-05-2025,1747.74,SUCCESS,DEPOSIT,3129,,State Bank of India (SBI),34914
TXN00443,B05,Kadapa B05,Kadapa,03-05-2025,4232.33,SUCCESS,DEPOSIT,5398,,State Bank of India (SBI),60211
TXN00551,B05,Kadapa B05,Kadapa,04-05-2025,2792.85,FAILED,TRANSFER,7418,Timeout error,State Bank of India (SBI),40246
TXN00404,B05,Kadapa B05,Kadapa,02-05-2025,3374.27,SUCCESS,WITHDRAWAL,8007,,State Bank of India (SBI),04883
TXN00185,B05,Kadapa B05,Kadapa,08-05-2025,1556.47,SUCCESS,TRANSFER,5708,,State Bank of India (SBI),04940
TXN00163,B05,Kadapa B05,Kadapa,05-05-2025,2359.61,SUCCESS,DEPOSIT,9494,,State Bank of India (SBI),52600
TXN00611,B05,Kadapa B05,Kadapa,03-05-2025,4627.51,FAILED,DEPOSIT,9622,Timeout error,State Bank of India (SBI),43269
TXN00306,B05,Kadapa B05,Kadapa,04-05-2025,1588.72,SUCCESS,DEPOSIT,5772,,State Bank of India (SBI),93829
TXN00151,B05,Kadapa B05,Kadapa,07-05-2025,3414.36,SUCCESS,WITHDRAWAL,3330,,State Bank of India (SBI),12290
TXN00189,B05,Kadapa B05,Kadapa,05-05-2025,3046.68,SUCCESS,DEPOSIT,3785,,State Bank of India (SBI),54542
TXN00573,B05,Kadapa B05,Kadapa,08-05-2025,4793.36,FAILED,DEPOSIT,8620,Timeout error,State Bank of India (SBI),31269
TXN00676,B05,Kadapa B05,Kadapa,04-05-2025,4749.35,FAILED,DEPOSIT,8736,Invalid account,State Bank of India (SBI),85096
TXN00032,B05,Kadapa B05,Kadapa,02-05-2025,3784.69,SUCCESS,DEPOSIT,6107,,State Bank of India (SBI),40083
TXN00147,B05,Kadapa B05,Kadapa,08-05-2025,1204.4,SUCCESS,WITHDRAWAL,8381,,State Bank of India (SBI),16122
TXN00559,B05,Kadapa B05,Kadapa,07-05-2025,4884.41,FAILED,DEPOSIT,9788,Timeout error,State Bank of India (SBI),29518
TXN00390,B05,Kadapa B05,Kadapa,06-05-2025,4698.61,SUCCESS,TRANSFER,5450,,State Bank of India (SBI),68224
TXN00333,B05,Kadapa B05,Kadapa,06-05-2025,3622.91,SUCCESS,WITHDRAWAL,4279,,State Bank of India (SBI),47694
TXN00365,B05,Kadapa B05,Kadapa,04-05-2025,1375.95,SUCCESS,TRANSFER,5728,,State Bank of India (SBI),73533
TXN00394,B05,Kadapa B05,Kadapa,07-05-2025,2331.08,SUCCESS,WITHDRAWAL,8822,,State Bank of India (SBI),07454
TXN00510,B05,Kadapa B05,Kadapa,07-05-2025,2146.07,FAILED,DEPOSIT,8496,Insufficient funds,State Bank of India (SBI),80649
TXN00520,B05,Kadapa B05,Kadapa,08-05-2025,4081.46,FAILED,DEPOSIT,5785,Insufficient funds,State Bank of India (SBI),42891
TXN00077,B05,Kadapa B05,Kadapa,05-05-2025,2055.59,SUCCESS,WITHDRAWAL,8149,,State Bank of India (SBI),40686
TXN00481,B05,Kadapa B05,Kadapa,04-05-2025,4029.97,FAILED,WITHDRAWAL,1202,Timeout error,State Bank of India (SBI),27709
TXN00572,B05,Kadapa B05,Kadapa,06-05-2025,1037.3,FAILED,TRANSFER,1862,Invalid account,State Bank of India (SBI),70261
TXN00347,B05,Kadapa B05,Kadapa,03-05-2025,1258.86,SUCCESS,TRANSFER,3526,,State Bank of India (SBI),23655
TXN00579,B05,Kadapa B05,Kadapa,07-05-2025,2389.17,FAILED,DEPOSIT,3332,Timeout error,State Bank of India (SBI),57228
TXN00432,B05,Kadapa B05,Kadapa,07-05-2025,3894.74,SUCCESS,DEPOSIT,3295,,State Bank of India (SBI),12583
TXN00052,B05,Kadapa B05,Kadapa,07-05-2025,3105.14,SUCCESS,DEPOSIT,2343,,State Bank of India (SBI),52552
