transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00237,B01,Kadapa B01,Kadapa,05-05-2025,934.54,SUCCESS,TRANSFER,7105,,State Bank of India (SBI),15072
TXN00190,B01,Kadapa B01,Kadapa,04-05-2025,4418.78,SUCCESS,TRANSFER,4945,,State Bank of India (SBI),45056
TXN00349,B01,Kadapa B01,Kadapa,08-05-2025,4768.46,SUCCESS,TRANSFER,5336,,State Bank of India (SBI),56842
TXN00224,B01,Kadapa B01,Kadapa,06-05-2025,4054.93,SUCCESS,DEPOSIT,6304,,State Bank of India (SBI),97351
TXN00609,B01,Kadapa B01,Kadapa,04-05-2025,2650.95,FAILED,WITHDRAWAL,4300,Invalid account,State Bank of India (SBI),79371
TXN00036,B01,Kadapa B01,Kadapa,08-05-2025,4368.36,SUCCESS,DEPOSIT,9423,,State Bank of India (SBI),10224
TXN00391,B01,Kadapa B01,Kadapa,04-05-2025,3834.01,SUCCESS,DEPOSIT,4972,,State Bank of India (SBI),23507
TXN00233,B01,Kadapa B01,Kadapa,02-05-2025,3446.21,SUCCESS,TRANSFER,4522,,State Bank of India (SBI),54951
TXN00556,B01,Kadapa B01,Kadapa,06-05-2025,1470.84,FAILED,DEPOSIT,7520,Transaction limit exceeded,State Bank of India (SBI),49401
TXN00305,B01,Kadapa B01,Kadapa,02-05-2025,4573.16,SUCCESS,TRANSFER,9782,,State Bank of India (SBI),13901
TXN00654,B01,Kadapa B01,Kadapa,06-05-2025,3693.06,FAILED,WITHDRAWAL,3222,Transaction limit exceeded,State Bank of India (SBI),27586
TXN00331,B01,Kadapa B01,Kadapa,03-05-2025,1337.22,SUCCESS,TRANSFER,7340,,State Bank of India (SBI),40771
TXN00011,B01,Kadapa B01,Kadapa,05-05-2025,1750.88,SUCCESS,TRANSFER,6977,,State Bank of India (SBI),14124
TXN00076,B01,Kadapa B01,Kadapa,06-05-2025,1303.56,SUCCESS,WITHDRAWAL,1626,,State Bank of India (SBI),12583
