transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00006,B04,Chennai B04,Chennai,06-05-2025,1750.42,SUCCESS,DEPOSIT,6514,,State Bank of India (SBI),13007
TXN00682,B04,Chennai B04,Chennai,03-05-2025,2432.34,FAILED,WITHDRAWAL,8821,Account blocked,State Bank of India (SBI),36397
TXN00376,B04,Chennai B04,Chennai,06-05-2025,4851.82,SUCCESS,TRANSFER,4728,,State Bank of India (SBI),75853
TXN00139,B04,Chennai B04,Chennai,08-05-2025,4427.24,SUCCESS,TRANSFER,5658,,State Bank of India (SBI),88731
TXN00130,B04,Chennai B04,Chennai,05-05-2025,4068.2,SUCCESS,DEPOSIT,5820,,State Bank of India (SBI),30145
TXN00063,B04,Chennai B04,Chennai,02-05-2025,1745.06,SUCCESS,DEPOSIT,6464,,State Bank of India (SBI),89765
TXN00419,B04,Chennai B04,Chennai,03-05-2025,4131.12,SUCCESS,TRANSFER,1356,,State Bank of India (SBI),89535
TXN00314,B04,Chennai B04,Chennai,03-05-2025,2653.39,SUCCESS,DEPOSIT,3209,,State Bank of India (SBI),55536
TXN00289,B04,Chennai B04,Chennai,08-05-2025,2348.86,SUCCESS,TRANSFER,4891,,State Bank of India (SBI),80415
TXN00158,B04,Chennai B04,Chennai,06-05-2025,1316.7,SUCCESS,TRANSFER,8141,,State Bank of India (SBI),23241
TXN00643,B04,Chennai B04,Chennai,04-05-2025,1967.57,FAILED,WITHDRAWAL,9514,Account blocked,State Bank of India (SBI),71053
TXN00301,B04,Chennai B04,Chennai,05-05-2025,3269.07,SUCCESS,DEPOSIT,1311,,State Bank of India (SBI),28081
TXN00211,B04,Chennai B04,Chennai,08-05-2025,1129.0,SUCCESS,DEPOSIT,5986,,State Bank of India (SBI),84982
TXN00159,B04,Chennai B04,Chennai,08-05-2025,2615.05,SUCCESS,WITHDRAWAL,6460,,State Bank of India (SBI),15983
TXN00208,B04,Chennai B04,Chennai,02-05-2025,3373.47,SUCCESS,WITHDRAWAL,2775,,State Bank of India (SBI),87547
TXN00526,B04,Chennai B04,Chennai,07-05-2025,3272.68,FAILED,DEPOSIT,4390,Insufficient funds,State Bank of India (SBI),06099
TXN00198,B04,Chennai B04,Chennai,02-05-2025,4568.7,SUCCESS,WITHDRAWAL,4770,,State Bank of India (SBI),22805
TXN00698,B04,Chennai B04,Chennai,06-05-2025,1555.27,FAILED,DEPOSIT,2458,Insufficient funds,State Bank of India (SBI),57396
TXN00259,B04,Chennai B04,Chennai,03-05-2025,3380.64,SUCCESS,WITHDRAWAL,2887,,State Bank of India (SBI),13137
TXN00282,B04,Chennai B04,Chennai,07-05-2025,3177.69,SUCCESS,DEPOSIT,6072,,State Bank of India (SBI),46744
TXN00194,B04,Chennai B04,Chennai,03-05-2025,1625.44,SUCCESS,WITHDRAWAL,4263,,State Bank of India (SBI),07267
TXN00283,B04,Chennai B04,Chennai,03-05-2025,4062.48,SUCCESS,DEPOSIT,9624,,State Bank of India (SBI),24592
TXN00402,B04,Chennai B04,Chennai,03-05-2025,1657.69,SUCCESS,DEPOSIT,1230,,State Bank of India (SBI),22314
TXN00129,B04,Chennai B04,Chennai,05-05-2025,2998.29,SUCCESS,DEPOSIT,8800,,State Bank of India (SBI),95265
TXN00493,B04,Chennai B04,Chennai,07-05-2025,3350.01,FAILED,DEPOSIT,5139,Invalid account,State Bank of India (SBI),53532
TXN00450,B04,Chennai B04,Chennai,02-05-2025,4278.79,SUCCESS,DEPOSIT,7073,,State Bank of India (SBI),41561
TXN00288,B04,Chennai B04,Chennai,07-05-2025,1230.11,SUCCESS,TRANSFER,3712,,State Bank of India (SBI),29672
TXN00181,B04,Chennai B04,Chennai,08-05-2025,3751.0,SUCCESS,WITHDRAWAL,3529,,State Bank of India (SBI),36166
TXN00166,B04,Chennai B04,Chennai,08-05-2025,629.91,SUCCESS,TRANSFER,4920,,State Bank of India (SBI),98264
TXN00177,B04,Chennai B04,Chennai,07-05-2025,4352.06,SUCCESS,WITHDRAWAL,1715,,State Bank of India (SBI),34225
TXN00320,B04,Chennai B04,Chennai,06-05-2025,4659.4,SUCCESS,TRANSFER,5369,,State Bank of India (SBI),96308
TXN00699,B04,Chennai B04,Chennai,07-05-2025,4772.51,FAILED,TRANSFER,2229,Insufficient funds,State Bank of India (SBI),74769
TXN00384,B04,Chennai B04,Chennai,07-05-2025,4808.02,SUCCESS,WITHDRAWAL,5890,,State Bank of India (SBI),01950
TXN00144,B04,Chennai B04,Chennai,05-05-2025,4588.27,SUCCESS,WITHDRAWAL,8025,,State Bank of India (SBI),35979
