transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00363,B05,Hyderabad B05,Hyderabad,08-05-2025,4312.28,SUCCESS,WITHDRAWAL,3194,,State Bank of India (SBI),67282
TXN00575,B05,Hyderabad B05,Hyderabad,02-05-2025,1867.59,FAILED,TRANSFER,4974,Account blocked,State Bank of India (SBI),37473
TXN00290,B05,Hyderabad B05,Hyderabad,06-05-2025,3885.76,SUCCESS,WITHDRAWAL,4833,,State Bank of India (SBI),69929
TXN00488,B05,Hyderabad B05,Hyderabad,07-05-2025,1851.96,FAILED,TRANSFER,4290,Account blocked,State Bank of India (SBI),66256
TXN00602,B05,Hyderabad B05,Hyderabad,07-05-2025,631.87,FAILED,WITHDRAWAL,1959,Account blocked,State Bank of India (SBI),64786
TXN00400,B05,Hyderabad B05,Hyderabad,04-05-2025,2722.61,SUCCESS,DEPOSIT,9261,,State Bank of India (SBI),40262
TXN00557,B05,Hyderabad B05,Hyderabad,02-05-2025,2369.44,FAILED,TRANSFER,7590,Insufficient funds,State Bank of India (SBI),34598
TXN00560,B05,Hyderabad B05,Hyderabad,03-05-2025,3934.51,FAILED,TRANSFER,2083,Timeout error,State Bank of India (SBI),25359
TXN00215,B05,Hyderabad B05,Hyderabad,05-05-2025,4725.74,SUCCESS,WITHDRAWAL,1536,,State Bank of India (SBI),93363
TXN00512,B05,Hyderabad B05,Hyderabad,08-05-2025,2065.66,FAILED,WITHDRAWAL,3826,Timeout error,State Bank of India (SBI),00747
TXN00412,B05,Hyderabad B05,Hyderabad,06-05-2025,2371.31,SUCCESS,TRANSFER,8714,,State Bank of India (SBI),91154
TXN00150,B05,Hyderabad B05,Hyderabad,03-05-2025,4117.58,SUCCESS,DEPOSIT,7965,,State Bank of India (SBI),36180
TXN00191,B05,Hyderabad B05,Hyderabad,07-05-2025,1544.85,SUCCESS,TRANSFER,5161,,State Bank of India (SBI),88944
TXN00292,B05,Hyderabad B05,Hyderabad,05-05-2025,2577.56,SUCCESS,WITHDRAWAL,7256,,State Bank of India (SBI),90631
TXN00231,B05,Hyderabad B05,Hyderabad,03-05-2025,3134.14,SUCCESS,TRANSFER,6327,,State Bank of India (SBI),45704
TXN00145,B05,Hyderabad B05,Hyderabad,04-05-2025,771.04,SUCCESS,TRANSFER,2625,,State Bank of India (SBI),85980
