transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00480,B05,Chennai B05,Chennai,05-05-2025,964.82,FAILED,DEPOSIT,6798,Transaction limit exceeded,State Bank of India (SBI),66135
TXN00486,B05,Chennai B05,Chennai,07-05-2025,2560.38,FAILED,DEPOSIT,5991,Insufficient funds,State Bank of India (SBI),18262
TXN00546,B05,Chennai B05,Chennai,08-05-2025,3246.44,FAILED,DEPOSIT,8210,Timeout error,State Bank of India (SBI),37772
TXN00582,B05,Chennai B05,Chennai,08-05-2025,2457.42,FAILED,DEPOSIT,4879,Timeout error,State Bank of India (SBI),74308
TXN00445,B05,Chennai B05,Chennai,07-05-2025,2657.27,SUCCESS,WITHDRAWAL,5967,,State Bank of India (SBI),54395
TXN00474,B05,Chennai B05,Chennai,04-05-2025,2285.16,FAILED,WITHDRAWAL,1485,Timeout error,State Bank of India (SBI),53147
TXN00084,B05,Chennai B05,Chennai,06-05-2025,2327.34,SUCCESS,DEPOSIT,5978,,State Bank of India (SBI),23581
TXN00499,B05,Chennai B05,Chennai,03-05-2025,3088.56,FAILED,WITHDRAWAL,7129,Account blocked,State Bank of India (SBI),20323
TXN00558,B05,Chennai B05,Chennai,04-05-2025,3272.21,FAILED,WITHDRAWAL,2369,Timeout error,State Bank of India (SBI),14161
TXN00639,B05,Chennai B05,Chennai,02-05-2025,3071.68,FAILED,TRANSFER,3415,Insufficient funds,State Bank of India (SBI),15023
TXN00123,B05,Chennai B05,Chennai,02-05-2025,2675.74,SUCCESS,WITHDRAWAL,5397,,State Bank of India (SBI),13137
TXN00666,B05,Chennai B05,Chennai,04-05-2025,1772.05,FAILED,TRANSFER,2771,Account blocked,State Bank of India (SBI),03054
TXN00550,B05,Chennai B05,Chennai,04-05-2025,3745.31,FAILED,WITHDRAWAL,1439,Timeout error,State Bank of India (SBI),33637
TXN00691,B05,Chennai B05,Chennai,08-05-2025,3172.66,FAILED,DEPOSIT,2771,Insufficient funds,State Bank of India (SBI),19061
TXN00174,B05,Chennai B05,Chennai,03-05-2025,2703.38,SUCCESS,DEPOSIT,8316,,State Bank of India (SBI),07158
TXN00615,B05,Chennai B05,Chennai,02-05-2025,1289.08,FAILED,WITHDRAWAL,5825,Invalid account,State Bank of India (SBI),47200
TXN00295,B05,Chennai B05,Chennai,02-05-2025,1061.05,SUCCESS,DEPOSIT,3626,,State Bank of India (SBI),23763
TXN00156,B05,Chennai B05,Chennai,04-05-2025,4778.54,SUCCESS,TRANSFER,5415,,State Bank of India (SBI),19070
TXN00078,B05,Chennai B05,Chennai,08-05-2025,2233.38,SUCCESS,TRANSFER,4114,,State Bank of India (SBI),17302
TXN00287,B05,Chennai B05,Chennai,08-05-2025,3478.68,SUCCESS,TRANSFER,3147,,State Bank of India (SBI),38372
TXN00004,B05,Chennai B05,Chennai,08-05-2025,3025.6,SUCCESS,TRANSFER,9928,,State Bank of India (SBI),68949
TXN00371,B05,Chennai B05,Chennai,07-05-2025,1975.85,SUCCESS,TRANSFER,6218,,State Bank of India (SBI),41226
TXN00277,B05,Chennai B05,Chennai,04-05-2025,1214.36,SUCCESS,WITHDRAWAL,5634,,State Bank of India (SBI),61214
TXN00059,B05,Chennai B05,Chennai,08-05-2025,3505.38,SUCCESS,TRANSFER,5905,,State Bank of India (SBI),69462
TXN00038,B05,Chennai B05,Chennai,04-05-2025,2627.02,SUCCESS,WITHDRAWAL,7669,,State Bank of India (SBI),50689
