transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00673,B04,Kadapa B04,Kadapa,07-05-2025,3834.14,FAILED,TRANSFER,3999,Timeout error,State Bank of India (SBI),66543
TXN00523,B04,Kadapa B04,Kadapa,04-05-2025,1483.44,FAILED,WITHDRAWAL,2677,Invalid account,State Bank of India (SBI),87580
TXN00338,B04,Kadapa B04,Kadapa,08-05-2025,2124.03,SUCCESS,TRANSFER,7044,,State Bank of India (SBI),63302
TXN00126,B04,Kadapa B04,Kadapa,02-05-2025,1962.56,SUCCESS,WITHDRAWAL,4475,,State Bank of India (SBI),36274
TXN00343,B04,Kadapa B04,Kadapa,04-05-2025,4598.21,SUCCESS,DEPOSIT,3034,,State Bank of India (SBI),14588
TXN00656,B04,Kadapa B04,Kadapa,08-05-2025,4631.14,FAILED,TRANSFER,4262,Timeout error,State Bank of India (SBI),43703
TXN00297,B04,Kadapa B04,Kadapa,06-05-2025,4687.12,SUCCESS,WITHDRAWAL,1872,,State Bank of India (SBI),87373
TXN00353,B04,Kadapa B04,Kadapa,05-05-2025,2679.13,SUCCESS,DEPOSIT,6573,,State Bank of India (SBI),07275
TXN00406,B04,Kadapa B04,Kadapa,06-05-2025,4711.21,SUCCESS,DEPOSIT,5272,,State Bank of India (SBI),92084
TXN00600,B04,Kadapa B04,Kadapa,02-05-2025,3710.17,FAILED,WITHDRAWAL,9921,Account blocked,State Bank of India (SBI),50925
TXN00008,B04,Kadapa B04,Kadapa,04-05-2025,1061.72,SUCCESS,WITHDRAWAL,2291,,State Bank of India (SBI),92200
TXN00031,B04,Kadapa B04,Kadapa,04-05-2025,1243.07,SUCCESS,TRANSFER,7932,,State Bank of India (SBI),93787
TXN00467,B04,Kadapa B04,Kadapa,02-05-2025,2452.59,FAILED,WITHDRAWAL,2562,Transaction limit exceeded,State Bank of India (SBI),43917
TXN00599,B04,Kadapa B04,Kadapa,07-05-2025,3391.94,FAILED,TRANSFER,5082,Transaction limit exceeded,State Bank of India (SBI),70622
TXN00590,B04,Kadapa B04,Kadapa,02-05-2025,2534.91,FAILED,TRANSFER,5093,Insufficient funds,State Bank of India (SBI),08241
TXN00218,B04,Kadapa B04,Kadapa,06-05-2025,1354.14,SUCCESS,DEPOSIT,8450,,State Bank of India (SBI),48080
TXN00537,B04,Kadapa B04,Kadapa,08-05-2025,1059.07,FAILED,DEPOSIT,8230,Account blocked,State Bank of India (SBI),88533
TXN00315,B04,Kadapa B04,Kadapa,08-05-2025,1820.49,SUCCESS,DEPOSIT,4268,,State Bank of India (SBI),42514
TXN00125,B04,Kadapa B04,Kadapa,04-05-2025,3246.49,SUCCESS,WITHDRAWAL,6511,,State Bank of India (SBI),86365
TXN00114,B04,Kadapa B04,Kadapa,03-05-2025,1014.75,SUCCESS,DEPOSIT,8619,,State Bank of India (SBI),74254
TXN00540,B04,Kadapa B04,Kadapa,03-05-2025,1874.79,FAILED,TRANSFER,4836,Account blocked,State Bank of India (SBI),65439
TXN00267,B04,Kadapa B04,Kadapa,05-05-2025,3895.01,SUCCESS,TRANSFER,8354,,State Bank of India (SBI),62529
TXN00131,B04,Kadapa B04,Kadapa,03-05-2025,1594.87,SUCCESS,TRANSFER,7046,,State Bank of India (SBI),63552
TXN00372,B04,Kadapa B04,Kadapa,04-05-2025,3826.94,SUCCESS,WITHDRAWAL,6511,,State Bank of India (SBI),48481
TXN00101,B04,Kadapa B04,Kadapa,05-05-2025,1988.97,SUCCESS,WITHDRAWAL,7812,,State Bank of India (SBI),64442
TXN00421,B04,Kadapa B04,Kadapa,06-05-2025,3651.73,SUCCESS,TRANSFER,1987,,State Bank of India (SBI),39937
TXN00418,B04,Kadapa B04,Kadapa,07-05-2025,2809.62,SUCCESS,WITHDRAWAL,1945,,State Bank of India (SBI),77664
TXN00017,B04,Kadapa B04,Kadapa,05-05-2025,4481.07,SUCCESS,TRANSFER,8517,,State Bank of India (SBI),22796
TXN00638,B04,Kadapa B04,Kadapa,06-05-2025,855.3,FAILED,TRANSFER,1568,Transaction limit exceeded,State Bank of India (SBI),26121
TXN00562,B04,Kadapa B04,Kadapa,08-05-2025,2540.17,FAILED,TRANSFER,1901,Timeout error,State Bank of India (SBI),03018
TXN00092,B04,Kadapa B04,Kadapa,07-05-2025,1291.49,SUCCESS,TRANSFER,9486,,State Bank of India (SBI),13973
TXN00366,B04,Kadapa B04,Kadapa,04-05-2025,2526.59,SUCCESS,TRANSFER,5582,,State Bank of India (SBI),92484
