transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00424,B04,Hyderabad B04,Hyderabad,08-05-2025,3572.29,SUCCESS,TRANSFER,9835,,State Bank of India (SBI),25494
TXN00482,B04,Hyderabad B04,Hyderabad,02-05-2025,881.15,FAILED,TRANSFER,4977,Transaction limit exceeded,State Bank of India (SBI),41933
TXN00195,B04,Hyderabad B04,Hyderabad,08-05-2025,1567.43,SUCCESS,TRANSFER,6881,,State Bank of India (SBI),05533
TXN00503,B04,Hyderabad B04,Hyderabad,08-05-2025,2471.75,FAILED,TRANSFER,8412,Timeout error,State Bank of India (SBI),87892
TXN00328,B04,Hyderabad B04,Hyderabad,04-05-2025,645.73,SUCCESS,DEPOSIT,8371,,State Bank of India (SBI),58755
TXN00090,B04,Hyderabad B04,Hyderabad,03-05-2025,3090.52,SUCCESS,TRANSFER,7291,,State Bank of India (SBI),68067
TXN00658,B04,Hyderabad B04,Hyderabad,04-05-2025,2507.47,FAILED,WITHDRAWAL,6730,Timeout error,State Bank of India (SBI),40714
TXN00484,B04,Hyderabad B04,Hyderabad,07-05-2025,784.7,FAILED,WITHDRAWAL,5521,Account blocked,State Bank of India (SBI),35970
TXN00296,B04,Hyderabad B04,Hyderabad,04-05-2025,1163.07,SUCCESS,WITHDRAWAL,2502,,State Bank of India (SBI),11928
TXN00310,B04,Hyderabad B04,Hyderabad,08-05-2025,3360.52,SUCCESS,WITHDRAWAL,5155,,State Bank of India (SBI),18596
TXN00273,B04,Hyderabad B04,Hyderabad,04-05-2025,2994.42,SUCCESS,TRANSFER,1672,,State Bank of India (SBI),88825
TXN00234,B04,Hyderabad B04,Hyderabad,07-05-2025,2362.16,SUCCESS,WITHDRAWAL,7532,,State Bank of India (SBI),71243
TXN00362,B04,Hyderabad B04,Hyderabad,04-05-2025,4470.53,SUCCESS,TRANSFER,8710,,State Bank of India (SBI),65765
TXN00519,B04,Hyderabad B04,Hyderabad,05-05-2025,3695.64,FAILED,WITHDRAWAL,9006,Invalid account,State Bank of India (SBI),51911
TXN00566,B04,Hyderabad B04,Hyderabad,06-05-2025,2857.34,FAILED,WITHDRAWAL,2262,Account blocked,State Bank of India (SBI),57820
TXN00040,B04,Hyderabad B04,Hyderabad,02-05-2025,3780.84,SUCCESS,TRANSFER,2612,,State Bank of India (SBI),27951
TXN00022,B04,Hyderabad B04,Hyderabad,04-05-2025,4982.55,SUCCESS,TRANSFER,5119,,State Bank of India (SBI),81556
TXN00140,B04,Hyderabad B04,Hyderabad,05-05-2025,2033.18,SUCCESS,DEPOSIT,5136,,State Bank of India (SBI),42661
TXN00204,B04,Hyderabad B04,Hyderabad,02-05-2025,1828.14,SUCCESS,WITHDRAWAL,2886,,State Bank of India (SBI),64580
TXN00652,B04,Hyderabad B04,Hyderabad,04-05-2025,3405.0,FAILED,DEPOSIT,8237,Invalid account,State Bank of India (SBI),56108
TXN00697,B04,Hyderabad B04,Hyderabad,06-05-2025,1221.68,FAILED,TRANSFER,9132,Invalid account,State Bank of India (SBI),09906
TXN00319,B04,Hyderabad B04,Hyderabad,05-05-2025,2025.66,SUCCESS,DEPOSIT,9129,,State Bank of India (SBI),54342
TXN00323,B04,Hyderabad B04,Hyderabad,04-05-2025,3729.48,SUCCESS,DEPOSIT,8272,,State Bank of India (SBI),84521
TXN00133,B04,Hyderabad B04,Hyderabad,06-05-2025,1879.8,SUCCESS,DEPOSIT,2976,,State Bank of India (SBI),14084
TXN00398,B04,Hyderabad B04,Hyderabad,07-05-2025,4714.74,SUCCESS,WITHDRAWAL,1613,,State Bank of India (SBI),41500
TXN00086,B04,Hyderabad B04,Hyderabad,05-05-2025,3540.32,SUCCESS,TRANSFER,8752,,State Bank of India (SBI),09321
TXN00043,B04,Hyderabad B04,Hyderabad,07-05-2025,4435.19,SUCCESS,DEPOSIT,8260,,State Bank of India (SBI),55515
TXN00250,B04,Hyderabad B04,Hyderabad,03-05-2025,2408.07,SUCCESS,TRANSFER,8242,,State Bank of India (SBI),19713
TXN00451,B04,Hyderabad B04,Hyderabad,08-05-2025,3031.36,SUCCESS,DEPOSIT,3390,,State Bank of India (SBI),04661
TXN00670,B04,Hyderabad B04,Hyderabad,05-05-2025,3815.29,FAILED,TRANSFER,4111,Timeout error,State Bank of India (SBI),68201
TXN00213,B04,Hyderabad B04,Hyderabad,06-05-2025,3517.19,SUCCESS,TRANSFER,9850,,State Bank of India (SBI),96295
TXN00104,B04,Hyderabad B04,Hyderabad,04-05-2025,3863.82,SUCCESS,TRANSFER,4613,,State Bank of India (SBI),24647
TXN00448,B04,Hyderabad B04,Hyderabad,05-05-2025,2901.43,SUCCESS,WITHDRAWAL,6053,,State Bank of India (SBI),31164
TXN00653,B04,Hyderabad B04,Hyderabad,02-05-2025,2824.26,FAILED,WITHDRAWAL,1920,Transaction limit exceeded,State Bank of India (SBI),85028
TXN00386,B04,Hyderabad B04,Hyderabad,06-05-2025,3022.19,SUCCESS,TRANSFER,5480,,State Bank of India (SBI),33209
TXN00598,B04,Hyderabad B04,Hyderabad,04-05-2025,2655.64,FAILED,DEPOSIT,5583,Account blocked,State Bank of India (SBI),58142
TXN00589,B04,Hyderabad B04,Hyderabad,04-05-2025,720.28,FAILED,WITHDRAWAL,5262,Invalid account,State Bank of India (SBI),79144
TXN00475,B04,Hyderabad B04,Hyderabad,07-05-2025,2101.15,FAILED,WITHDRAWAL,8075,Invalid account,State Bank of India (SBI),11026
TXN00342,B04,Hyderabad B04,Hyderabad,03-05-2025,2828.12,SUCCESS,DEPOSIT,3981,,State Bank of India (SBI),95816
TXN00278,B04,Hyderabad B04,Hyderabad,02-05-2025,2022.65,SUCCESS,TRANSFER,1857,,State Bank of India (SBI),76287
TXN00360,B04,Hyderabad B04,Hyderabad,08-05-2025,905.22,SUCCESS,WITHDRAWAL,9281,,State Bank of India (SBI),38204
TXN00178,B04,Hyderabad B04,Hyderabad,03-05-2025,4610.44,SUCCESS,WITHDRAWAL,7325,,State Bank of India (SBI),61012
TXN00647,B04,Hyderabad B04,Hyderabad,04-05-2025,3240.33,FAILED,DEPOSIT,3821,Timeout error,State Bank of India (SBI),31885
TXN00201,B04,Hyderabad B04,Hyderabad,08-05-2025,3108.08,SUCCESS,TRANSFER,3153,,State Bank of India (SBI),83690
TXN00109,B04,Hyderabad B04,Hyderabad,06-05-2025,1452.47,SUCCESS,WITHDRAWAL,6529,,State Bank of India (SBI),72540
TXN00464,B04,Hyderabad B04,Hyderabad,04-05-2025,1594.44,FAILED,TRANSFER,4700,Timeout error,State Bank of India (SBI),65595
TXN00485,B04,Hyderabad B04,Hyderabad,02-05-2025,846.15,FAILED,WITHDRAWAL,5040,Account blocked,State Bank of India (SBI),65804
TXN00340,B04,Hyderabad B04,Hyderabad,03-05-2025,3734.91,SUCCESS,TRANSFER,7730,,State Bank of India (SBI),51046
TXN00466,B04,Hyderabad B04,Hyderabad,05-05-2025,2987.16,FAILED,DEPOSIT,1154,Invalid account,State Bank of India (SBI),46166
TXN00622,B04,Hyderabad B04,Hyderabad,05-05-2025,2080.54,FAILED,WITHDRAWAL,2661,Account blocked,State Bank of India (SBI),80079
TXN00106,B04,Hyderabad B04,Hyderabad,03-05-2025,1242.7,SUCCESS,WITHDRAWAL,3091,,State Bank of India (SBI),84334
TXN00324,B04,Hyderabad B04,Hyderabad,08-05-2025,3770.66,SUCCESS,WITHDRAWAL,8126,,State Bank of India (SBI),91249
TXN00511,B04,Hyderabad B04,Hyderabad,04-05-2025,4846.62,FAILED,WITHDRAWAL,7367,Transaction limit exceeded,State Bank of India (SBI),15355
TXN00091,B04,Hyderabad B04,Hyderabad,07-05-2025,1164.07,SUCCESS,TRANSFER,1090,,State Bank of India (SBI),95291
TXN00455,B04,Hyderabad B04,Hyderabad,05-05-2025,1257.05,SUCCESS,WITHDRAWAL,3773,,State Bank of India (SBI),77409
TXN00229,B04,Hyderabad B04,Hyderabad,05-05-2025,3587.44,SUCCESS,WITHDRAWAL,8267,,State Bank of India (SBI),83789
TXN00161,B04,Hyderabad B04,Hyderabad,02-05-2025,3922.25,SUCCESS,DEPOSIT,8451,,State Bank of India (SBI),64330
TXN00657,B04,Hyderabad B04,Hyderabad,04-05-2025,2286.24,FAILED,DEPOSIT,1500,Invalid account,State Bank of India (SBI),65094
TXN00389,B04,Hyderabad B04,Hyderabad,03-05-2025,1654.0,SUCCESS,WITHDRAWAL,4505,,State Bank of India (SBI),13873
TXN00427,B04,Hyderabad B04,Hyderabad,03-05-2025,3735.92,SUCCESS,WITHDRAWAL,9715,,State Bank of India (SBI),11621
