transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00226,B01,Chennai B01,Chennai,03-05-2025,786.01,SUCCESS,WITHDRAWAL,6931,,State Bank of India (SBI),89413
TXN00477,B01,Chennai B01,Chennai,08-05-2025,1705.87,FAILED,WITHDRAWAL,3527,Account blocked,State Bank of India (SBI),00560
TXN00066,B01,Chennai B01,Chennai,02-05-2025,2161.47,SUCCESS,TRANSFER,3426,,State Bank of India (SBI),06042
TXN00271,B01,Chennai B01,Chennai,06-05-2025,2577.84,SUCCESS,DEPOSIT,1932,,State Bank of India (SBI),79657
TXN00128,B01,Chennai B01,Chennai,04-05-2025,4766.28,SUCCESS,DEPOSIT,4954,,State Bank of India (SBI),76721
TXN00541,B01,Chennai B01,Chennai,03-05-2025,928.33,FAILED,DEPOSIT,8812,Insufficient funds,State Bank of India (SBI),53502
TXN00377,B01,Chennai B01,Chennai,04-05-2025,2662.02,SUCCESS,TRANSFER,7229,,State Bank of India (SBI),25693
TXN00044,B01,Chennai B01,Chennai,08-05-2025,3434.65,SUCCESS,TRANSFER,1241,,State Bank of India (SBI),54971
TXN00157,B01,Chennai B01,Chennai,02-05-2025,3903.21,SUCCESS,WITHDRAWAL,9502,,State Bank of India (SBI),34003
TXN00311,B01,Chennai B01,Chennai,06-05-2025,4048.34,SUCCESS,WITHDRAWAL,4950,,State Bank of India (SBI),10008
TXN00240,B01,Chennai B01,Chennai,06-05-2025,3201.85,SUCCESS,WITHDRAWAL,2697,,State Bank of India (SBI),09743
TXN00183,B01,Chennai B01,Chennai,02-05-2025,1978.55,SUCCESS,TRANSFER,9742,,State Bank of India (SBI),46681
TXN00396,B01,Chennai B01,Chennai,02-05-2025,902.57,SUCCESS,TRANSFER,4804,,State Bank of India (SBI),61377
TXN00625,B01,Chennai B01,Chennai,04-05-2025,4738.25,FAILED,DEPOSIT,6536,Transaction limit exceeded,State Bank of India (SBI),87226
TXN00677,B01,Chennai B01,Chennai,02-05-2025,3563.14,FAILED,TRANSFER,5888,Account blocked,State Bank of India (SBI),57425
TXN00023,B01,Chennai B01,Chennai,03-05-2025,3743.25,SUCCESS,TRANSFER,9797,,State Bank of India (SBI),38766
TXN00552,B01,Chennai B01,Chennai,02-05-2025,4540.61,FAILED,DEPOSIT,9108,Account blocked,State Bank of India (SBI),80487
TXN00207,B01,Chennai B01,Chennai,05-05-2025,2158.64,SUCCESS,TRANSFER,5295,,State Bank of India (SBI),64501
TXN00239,B01,Chennai B01,Chennai,05-05-2025,2091.19,SUCCESS,TRANSFER,7929,,State Bank of India (SBI),86348
TXN00264,B01,Chennai B01,Chennai,04-05-2025,2794.78,SUCCESS,WITHDRAWAL,6752,,State Bank of India (SBI),31884
TXN00465,B01,Chennai B01,Chennai,03-05-2025,4962.54,FAILED,TRANSFER,1519,Insufficient funds,State Bank of India (SBI),92244
TXN00522,B01,Chennai B01,Chennai,04-05-2025,1013.93,FAILED,TRANSFER,7010,Transaction limit exceeded,State Bank of India (SBI),59092
TXN00332,B01,Chennai B01,Chennai,06-05-2025,3987.34,SUCCESS,TRANSFER,8311,,State Bank of India (SBI),60752
TXN00381,B01,Chennai B01,Chennai,03-05-2025,1121.37,SUCCESS,DEPOSIT,6325,,State Bank of India (SBI),75645
TXN00655,B01,Chennai B01,Chennai,07-05-2025,1367.44,FAILED,DEPOSIT,1944,Invalid account,State Bank of India (SBI),21765
TXN00431,B01,Chennai B01,Chennai,07-05-2025,3832.43,SUCCESS,WITHDRAWAL,8191,,State Bank of India (SBI),65841
TXN00060,B01,Chennai B01,Chennai,07-05-2025,1690.1,SUCCESS,DEPOSIT,3546,,State Bank of India (SBI),47989
TXN00619,B01,Chennai B01,Chennai,02-05-2025,3690.35,FAILED,TRANSFER,6500,Account blocked,State Bank of India (SBI),56066
TXN00635,B01,Chennai B01,Chennai,07-05-2025,3885.06,FAILED,TRANSFER,2584,Insufficient funds,State Bank of India (SBI),01769
TXN00397,B01,Chennai B01,Chennai,07-05-2025,2380.48,SUCCESS,DEPOSIT,1595,,State Bank of India (SBI),13098
TXN00505,B01,Chennai B01,Chennai,03-05-2025,4100.23,FAILED,TRANSFER,4996,Transaction limit exceeded,State Bank of India (SBI),57407
TXN00674,B01,Chennai B01,Chennai,07-05-2025,2098.78,FAILED,TRANSFER,6031,Account blocked,State Bank of India (SBI),64245
TXN00312,B01,Chennai B01,Chennai,02-05-2025,3118.56,SUCCESS,WITHDRAWAL,3185,,State Bank of India (SBI),75824
TXN00001,B01,Chennai B01,Chennai,08-05-2025,3836.98,SUCCESS,DEPOSIT,4657,,State Bank of India (SBI),78179
TXN00065,B01,Chennai B01,Chennai,08-05-2025,838.6,SUCCESS,TRANSFER,3442,,State Bank of India (SBI),17551
TXN00142,B01,Chennai B01,Chennai,07-05-2025,1171.39,SUCCESS,TRANSFER,5978,,State Bank of India (SBI),85573
TXN00010,B01,Chennai B01,Chennai,08-05-2025,3475.68,SUCCESS,WITHDRAWAL,2307,,State Bank of India (SBI),18440
